Serial No,Item Name,Volume/Weight,Price (BDT),Discounted Price (BDT),Source URL
2985,Roxagen 50,50mg,1050,945,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2986,EPL Plus,,35,31.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2987,Hemadus 70,70mg,1200,1080,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2988,Biovit M,,60,54,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2989,Daprotab 1,1mg,250,225,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2990,Renvista 50,50mg,1050,945,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2991,Red Plus-CI,,52.50,47.20,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2992,Ferokid 200ml,207.5mg/5ml,180,162,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2993,Renustat 50,50mg,1050,945,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2994,Ferinject 100,100mg/2ml,996.74,897.07,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2995,Roxatat 20,20mg,600,570,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2996,Revital,100ml,95,85.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2997,Folate 5,5mg,3.40,3.10,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2998,Ferifix 30,30mg,80,72,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
2999,Epoetin 3000,3000IU/0.75ml,1480,1332,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3000,Daprotab 2,2mg,800,720,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3001,Nipotin 5000,5000IU/0.5ml,2150,1935,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3002,Maxfer 1gm IV,1gm/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3003,Temvit Gold,,300,270,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3004,Initer Safe 2000,2000IU/0.5ml,1136.75,1023.08,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3005,Oxyfer 500,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3006,Renofix 20,20mg,600,540,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3007,Malferin 30,30mg,600,540,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3008,Ferimax IV,100mg/5ml,350,315,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3009,Biovit Plus,,55,49.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3010,Roxagen 70,70mg,1350,1215,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3011,Ferisen 100,100mg/2ml,410,369,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3012,Erenzo 50,50mg,3500,3150,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3013,Ferintus,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3014,Hemadus 100,100mg,1575,1417.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3015,Merivit,,35.10,31.59,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3016,Revofer 500 Injection,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3017,Nipotin 3000,3000IU/0.75ml,1400,1260,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3018,Vitonic,,80,72,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3019,Xefer 500mg IV,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3020,Epoetin 4000,4000IU/ml,1935,1741.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3021,Maxfer 500mg IV,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3022,Haemee 30,30mg,48,43.20,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3023,Recogen prefilled syringe 5000 IU,,2557,2301.30,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3024,Biron Plus,,29.10,26.19,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3025,Beconex ZI,,58,52.20,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3026,Maxiron,,40,36,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3027,Aprodust 2,2mg,600,540,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3028,Hemocrit 5000,5000IU/0.5ml,2100,1890,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3029,Phosbin 210,210mg,150,135,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3030,Injefer 500,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3031,Recormon 2000,2000IU,1415,1273.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3032,Iromia,,50.15,45.14,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3033,Ferium 500,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3034,S-Fer 100ml,207.5mg/5ml,100,90,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3035,Revofer 1g Injection,1000mg/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3036,Maxwel,,360,324,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3037,Eporen 5000,5000IU/0.5ml,2106.32,1895.69,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3038,Feristar,100mg/5ml,325,292.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3039,Renvista 100,100mg,1800,1620,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3040,Roxagen 100,100mg,1800,1620,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3041,Folistar 15,15mg,250,225,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3042,Erenzo 20,20mg,2000,1800,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3043,Roxado 50,50mg,930,837,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3044,Recormon 10000,10000IU,6905.20,6214.68,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3045,Injefer 1gm IV,1gm/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3046,Hemadus 20,20mg,600,540,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3047,Adiron,30mg,66,59.40,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3048,Rofozin,50gm+.05mg+61.8mg,50,45,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3049,Anefer,100mg/5ml,327.26,294.53,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3050,Mircera 50,50mcg/0.3ml,6900,6210,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3051,Renvista 20,20mg,600,540,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3052,Daprogen 6,6mg,1400,1260,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3053,Eposis 10000,10000IU/ml,4000,3600,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3054,Hemoject 500,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3055,Civic-ZF,,35,31.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3056,Iroject 1gm IV,1gm/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3057,Benvit M (30),,60,54,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3058,Mircera 100,100mcg/0.3ml,13584,12225.60,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3059,Mircera 75,75mcg/0.3ml,10000,9500,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3060,Vitonic,,50,45,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3061,Hemorise 500,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3062,Zeefol AZ,,55,49.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3063,Eporise,5000IU/0.5ml,2100,1890,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3064,Roxagen 20,20mg,540,486,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3065,Folac 5,5mg,3.40,3.06,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3066,Kidifer IV,100mg/5ml,350,315,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3067,Aprodust 4,4mg,900,810,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3068,Initer 10000 Injection,10000IU/ml,5001.73,4501.56,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3069,Oxyfer 750,750mg/15ml,1000,900,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3070,Retifer 210,210mg,150,135,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3071,Hemoject 1000,1gm/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3072,Xadu 50,50mg,2100,1890,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3073,Maltofer 100mg,100mg/2ml,400,360,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3074,PEG-Epo 75,75mcg/0.3ml,5500,4950,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3075,Ckemia 4,4mg,1400,1260,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3076,Hemofer,100mg/5ml,335,301.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3077,Unifer IV,100mg/5ml,326,293.40,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3078,Daprogen 4,4mg,900,810,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3079,Daprostat 2,2mg,600,540,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3080,Daprogen 2,2mg,600,540,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3081,Nerviton,0.5mg,40.30,36.27,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3082,Enrifer,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3083,Mecobal,0.5mg/ml,30.10,27.09,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3084,GBpoietin 5000,5000IU/0.5ml,2990.19,1200,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3085,Feroven I.V,100mg/5ml,327.26,294.53,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3086,Recogen prefilled syringe 3000 IU,,1480,1332,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3087,Xefer 1gm IV,1gm/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3088,Eposis 3000,3000IU/0.75ml,1484.45,1336.01,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3089,Zeofit CI,50mg+0.50mg+61.80mg,50,45,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3090,Renesis 150,150mg,2400,2160,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3091,Irosuc Injection,100mg/5ml,350,315,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3092,Vicon M,,54.90,49.41,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3093,Zifonyl,,30,27,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3094,Nutrum 50+ (15),,120,108,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3095,Recogen prefilled syringe 10000 IU,,3900,3510,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3096,Epocrit 5000,5000IU/0.5ml,2160,1944,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3097,Zilvit,,52.50,47.25,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3098,Ferijet,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3099,Regocent,40mg,2000,1800,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3100,Nipotin 4000,4000IU/0.4ml,1900,1710,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3101,Ferimax,200mg/10ml,600,545.40,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3102,Stanovit M,,54,49.09,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3103,Hemocrit 3000,3000IU/0.75ml,1350,1199.88,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3104,GBpoietin 2000,2000IU/0.5ml,1550.05,750,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3105,Ckemia 2,2mg,900,810,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3106,Recogen prefilled syringe 2000 IU,,1136,1022.40,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3107,Xadu 20,20mg,2000,1800,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3108,Maxifer,100mg/5ml,300,272.70,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3109,Nipotin 10000,10000IU/ml,4200,3780,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3110,Rofaz-TR,,29.30,20.72,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3111,Hemocrit 2000,2000IU/0.5ml,1000,888.80,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3112,Fematos,500mg/10ml,700,630,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3113,Roxado 100,100mg,1725,1552.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3114,Nipotin 2000,2000IU/0.5ml,1100,990,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3115,Famina,,32.60,29.59,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3116,Vitex M,,45,40.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3117,Eporise,2000IU/0.5ml,1000,900,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3118,Ferritin TR,150mg+500mcg,24,21.60,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3119,Nerviton,0.5mg/ml,30.20,27.45,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3120,Bizi,,50,45,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3121,Fematos,100mg/2ml,400,360,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3122,Hi-Vol IV Infusion 500ml,6% + .09%,655,589.50,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3123,Fematos,1gm/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3124,Hemorise 1000,1000mg/20ml,1300,1170,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3125,Pedial,0.5mg,4,3.64,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3126,Livita,,50.34,45.76,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3127,Orioplex M,,54.30,49.36,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3128,Xadu 100,100mg,3600,3240,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3129,Sucofer IV,100mg/5ml,350,315,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3130,Eporise,3000IU/0.75ml,1400,1260,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3131,Biofer-C 500 (Nabayas Lauha) Capsule 30's,,1080,960,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3132,MB 12,0.5mg,40.30,36.27,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3133,G Iron Folic Acid,,19,17.27,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3134,Folic Acid,5mg,1,0.91,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3135,Fero Plus,,38,34.54,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3136,Iron,,,1,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
3137,Aristoferon,200mg/5ml,40,36.36,https://www.arogga.com/category/medicine/6937/anemia-other-blood-disorders
